Datetime,volatility,text
2017-02-14 20:21:00,9.315961177349661e-05,Great parent-teacher listening session this morning with @VP Pence & @usedgov Secretary @BetsyDeVos. Watch: https://www.youtube.com/watch?v=opufN8wWBoo …pic.twitter.com/QJnq4SSXlq
2017-02-14 22:50:00,5.595870476470896e-05,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace & save healthcare for ALL Americans.https://origin-nyi.thehill.com/policy/healthcare/319538-humana-to-drop-out-of-obamacare-marketplace-at-end-of-2017 …"
2017-02-15 11:40:00,0.00027073562733015454,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC & @CNN are unwatchable. @foxandfriends is great!
2017-02-15 12:08:00,0.00021193547272935285,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.
2017-02-15 12:19:00,9.976557633390403e-05,Information is being illegally given to the failing @nytimes & @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia
2017-02-15 12:28:00,0.0001351122657222688,"Thank you to Eli Lake of The Bloomberg View - ""The NSA & FBI...should not interfere in our politics...and is"" Very serious situation for USA"
2017-02-15 12:42:00,8.412755817892776e-05,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?
2017-02-15 13:13:00,3.491256819598761e-05,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!"
2017-02-15 16:34:00,0.00013499250924772484,Great listening session with CEO's of the Retail Industry Leaders Association this morning!pic.twitter.com/sy6xJcWfcF
2017-02-15 19:17:00,5.4317267470340786e-05,"Welcome to the United States, @IsraeliPM Benjamin & Sara! #ICYMIJoint Press Conference: https://www.facebook.com/DonaldTrump/posts/10158654390690725 …pic.twitter.com/bH60nBL5FP"
2017-02-15 19:45:00,8.71967193350037e-05,Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport! Tickets: http://bit.ly/2lQarqaFLORIDA pic.twitter.com/GDhO6GGxwt
2017-02-15 21:34:00,4.263467366785151e-05,Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplacehttps://www.bloomberg.com/news/articles/2017-02-15/aetna-ceo-says-obamacare-in-a-death-spiral-with-sick-customers …
2017-02-15 23:59:00,0.00012625325361070622,"Venezuela should allow Leopoldo Lopez, a political prisoner & husband of @liliantintori (just met w/ @marcorubio) out of prison immediately.pic.twitter.com/bt8Xhdo7al"
2017-02-16 11:34:00,0.00015850140538420572,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!
2017-02-16 11:58:00,0.00021785670856862312,"Leaking, and even illegal classified leaking, has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!"
2017-02-16 12:02:00,0.00023563242426268794,The spotlight has finally been put on the low-life leakers! They will be caught!
2017-02-16 14:10:00,0.00014632927473091502,"FAKE NEWS media, which makes up stories and ""sources,"" is far more effective than the discredited Democrats - but they are fading fast!"
2017-02-16 14:39:00,0.00027009513609464075,"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!"
2017-02-16 23:44:00,3.133018306908674e-05,'Trump signs bill undoing Obama coal mining rule'http://thehill.com/policy/energy-environment/319938-trump-signs-bill-undoing-obama-coal-mining-rule …
2017-02-17 10:13:00,0.00012374538954276128,"Despite the long delays by the Democrats in finally approving Dr. Tom Price, the repeal and replacement of ObamaCare is moving fast!"
2017-02-17 11:38:00,0.00014675956018178816,"Going to Charleston, South Carolina, in order to spend time with Boeing and talk jobs! Look forward to it."
2017-02-17 11:43:00,0.00018410444481502868,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!
2017-02-17 13:16:00,7.939172188517493e-05,"General Keith Kellogg, who I have known for a long time, is very much in play for NSA - as are three others."
2017-02-17 15:34:00,7.919681425816424e-05,Join me at 11:00am: Watch here: http://45.wh.gov/XYQXNw pic.twitter.com/UzndIjIqjM
2017-02-17 21:48:00,6.352952546604059e-05,"The FAKE NEWS media (failing @nytimes, @NBCNews, @ABC, @CBS, @CNN) is not my enemy, it is the enemy of the American People!"
2017-02-20 14:15:00,6.135683019872375e-05,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!
2017-02-20 14:33:00,9.512943220624859e-05,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!
2017-02-20 21:00:00,1.9321953367937916e-05,Just named General H.R. McMaster National Security Advisor.
2017-02-21 00:38:00,0.00018300204515929477,"Congratulations to our new National Security Advisor, General H.R. McMaster. Video: https://www.facebook.com/DonaldTrump/videos/10158684611165725/ …pic.twitter.com/VBXcJ1b6Pv"
2017-02-21 20:46:00,7.806373076165055e-05,'Americans overwhelmingly oppose sanctuary cities'http://thehill.com/homenews/administration/320487-poll-americans-overwhelmingly-oppose-sanctuary-cities …
2017-02-21 23:23:00,0.00020533127987834,"The so-called angry crowds in home districts of some Republicans are actually, in numerous cases, planned out by liberal activists. Sad!"
2017-02-22 12:20:00,8.331605729031062e-05,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!"
2017-02-22 12:50:00,0.0001509551496437042,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!
2017-02-23 22:53:00,4.41453850036233e-05,'S&P 500 Edges Higher After Trump Renews Jobs Pledge'http://www.foxbusiness.com/markets/2017/02/23/s-p-500-edges-higher-after-trump-renews-jobs-pledge.html …
2017-02-24 00:01:00,4.1619265351685383e-05,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!
2017-02-24 00:06:00,0.00010345408598647975,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!
2017-02-24 12:31:00,0.0003740571688346113,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......"
2017-02-24 12:36:00,0.000126382357141352,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW
2017-02-24 13:49:00,5.091750818853661e-05,Going to CPAC!
2017-02-24 17:04:00,0.00017134633985220569,Trump vows to fight 'epidemic' of human trafficking http://bigstory.ap.org/article/9517fb5ec44e4e93a275cc0722abd6a1/trump-vows-fight-epidemic-human-trafficking …
2017-02-27 17:06:00,8.109677216382383e-05,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American people.pic.twitter.com/s2NMVMvQq3
2017-02-27 21:48:00,6.710982982443287e-05,"GOP now viewed more favorably than Dems, in Trump era (per NBC/WSJ poll) via @HotlineJosh:https://www.scribd.com/document/340335355/17057-NBCWSJ-February-Poll …"
2017-02-28 02:43:00,1.1931628311949625e-05,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!
2017-03-01 01:30:00,0.00010439757603608233,Join me live at 9:00 P.M. #JointAddress http://45.wh.gov/eXTTGS pic.twitter.com/gTtK3vJmkU
2017-03-01 01:42:00,9.32694700764715e-05,#JointSession #MAGA https://twitter.com/i/live/829062103558352897 …
2017-03-01 13:38:00,0.0001549281333394181,THANK YOU!
2017-03-02 11:00:00,0.0001667384159098113,"Since November 8th, Election Day, the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!"
2017-03-03 02:22:00,4.481144098993645e-05,"Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately, but it was clearly not...."
2017-03-03 02:27:00,0.00011238106587339224,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....
2017-03-03 02:35:00,8.768967596647193e-05,"...to win. The Democrats are overplaying their hand. They lost the election, and now they have lost their grip on reality. The real story..."
2017-03-03 02:38:00,0.00011163442856335342,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!"""
2017-03-03 12:00:00,0.0001642561767109453,"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends"
2017-03-03 12:19:00,0.00011469621186910116,It is so pathetic that the Dems have still not approved my full Cabinet.
2017-03-03 16:41:00,0.0001165552288873279,Weekly Address Join me here: http://45.wh.gov/zPTKbq pic.twitter.com/EnyXYeqgcp
2017-03-03 17:54:00,0.0001438954027955167,We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite!pic.twitter.com/Ik3yqjHzsA
2017-03-03 20:48:00,0.00010310286599063217,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando.pic.twitter.com/OTJaHcvLzf
2017-03-03 21:02:00,6.958411575747807e-05,"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it.http://www.politico.com/story/2017/03/nancy-pelosi-sergey-kislyak-meeting-235653 …"
2017-03-06 21:22:00,7.391258164154221e-05,"45,000 construction & manufacturing jobs in the U.S. Gulf Coast region. $20 billion investment. We are already winning again, America!"
2017-03-06 23:49:00,1.880986485308332e-05,There is an incredible spirit of optimism sweeping the country right now—we're bringing back the JOBS!pic.twitter.com/BNSLvKiEVj
2017-03-07 03:49:00,3.6972990617013194e-05,"Buy American & hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil."
2017-03-07 03:50:00,6.039245217387599e-05,"Thank you to @exxonmobil for your $20 billion investment that is creating more than 45,000 manufacturing & construction jobs in the USA!"
2017-03-07 12:04:00,0.0002235615123930887,"122 vicious prisoners, released by the Obama Administration from Gitmo, have returned to the battlefield. Just another terrible decision!"
2017-03-07 12:13:00,0.00014312512531491336,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!
2017-03-07 13:13:00,5.32674303447438e-05,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends"
